frame	framerate
456	3.46527
457	3.47224
458	3.47921
459	3.48611
460	3.49305
461	3.50008
462	3.50697
463	3.51394
464	3.52086
465	3.52777
466	3.53475
467	3.64398
468	3.64469
469	3.64511
470	3.6462
471	3.65329
472	3.65993
473	3.66667
474	3.6737
475	3.68059
476	3.68755
477	3.69442
478	3.70137
479	3.70845
480	3.71527
481	3.72234
482	3.72915
483	3.73618
484	3.74308
485	3.75
486	3.75692
487	3.76386
488	3.77083
489	3.7778
490	3.78472
491	3.79164
492	3.79861
493	3.80552
494	3.81254
495	3.81941
496	3.82641
497	3.8333
498	3.84025
499	3.84725
500	3.85413
501	3.8611
502	3.86802
503	3.87497
504	3.88191
505	3.88889
506	3.89579
507	3.90284
508	3.90982
509	3.91663
510	3.9237
511	3.93063
512	3.93758
513	3.94445
514	3.95138
515	3.95829
516	3.96527
517	3.97222
518	3.97918
519	3.98608
520	3.99301
521	4.00002
522	4.00696
523	4.0139
524	4.02079
525	4.02773
526	4.0347
527	4.04162
528	4.09895
529	4.09926
530	4.09949
531	4.10426
532	4.11132
533	4.11824
534	4.12516
535	4.13213
536	4.13893
537	4.14592
538	4.15273
539	4.15972
540	4.16662
541	4.1736
542	4.18059
543	4.18752
544	4.1944
545	4.20135
546	4.20828
547	4.21527
548	4.22218
549	4.22911
550	4.2361
551	4.24305
552	4.24998
553	4.25689
554	4.26386
555	4.27077
556	4.27776
557	4.28469
558	4.29158
559	4.29856
560	4.3055
561	4.31259
562	4.31944
563	4.32639
564	4.33339
565	4.34023
566	4.34725
567	4.35414
568	4.36107
569	4.36801
570	4.37494
571	4.38193
572	4.38883
573	4.3958
574	4.4028
575	4.40967
576	4.41667
577	4.42358
578	4.43052
579	4.43746
580	4.44443
581	4.45131
582	4.45827
583	4.46519
584	4.47301
585	4.47917
586	4.48604
587	4.49299
588	4.49994
589	4.50684
590	4.51389
591	4.52084
592	4.52767
593	4.5348
594	4.5416
595	4.54869
596	4.55549
597	4.56248
598	4.56933
599	4.5763
600	4.58325
601	4.59019
602	4.59717
603	4.60404
604	4.61108
605	4.61796
606	4.62505
607	4.63187
608	4.63884
609	4.64579
610	4.65276
611	4.65967
612	4.66661
613	4.67361
614	4.68052
615	4.68746
616	4.69437
617	4.70135
618	4.70825
619	4.71524
620	4.72225
621	4.7291
622	4.73618
623	4.74303
624	4.75003
625	4.75682
626	4.76385
627	4.7707
628	4.77784
629	4.78463
630	4.79154
631	4.79849
632	4.80542
633	4.81243
634	4.81933
635	4.82628
636	4.83324
637	4.84019
638	4.84717
639	4.85406
640	4.86101
641	4.86795
642	4.87508
643	4.88192
644	4.88878
645	4.8957
646	4.90274
647	4.90961
648	4.91665
649	4.92368
650	4.93048
651	4.93751
652	4.94443
653	4.95136
654	4.95827
655	4.96519
656	4.97215
657	4.9791
658	4.986
659	4.99295
660	4.9999
661	5.00683
662	5.01391
663	5.02078
664	5.02768
665	5.0346
666	5.04154
667	5.04852
668	5.05543
669	5.06238
670	5.06929
671	5.07624
672	5.08325
673	5.09016
674	5.09707
675	5.104
676	5.11099
677	5.11794
678	5.125
679	5.13183
680	5.13887
681	5.14586
682	5.15272
683	5.15983
684	5.16659
685	5.17356
686	5.18049
687	5.18741
688	5.19434
689	5.20128
690	5.20817
691	5.21516
692	5.22205
693	5.22902
694	5.23598
695	5.24291
696	5.24993
697	5.2568
698	5.26375
699	5.27069
700	5.27764
701	5.28457
702	5.29151
703	5.29846
704	5.3054
705	5.3124
706	5.31929
707	5.32636
708	5.33333
709	5.34027
710	5.3472
711	5.35402
712	5.36102
713	5.36791
714	5.3749
715	5.38186
716	5.38877
717	5.39569
718	5.40265
719	5.40958
720	5.41656
721	5.42347
722	5.43041
723	5.43735
724	5.44428
725	5.4513
726	5.45819
727	5.46513
728	5.47207
729	5.47912
730	5.48596
731	5.49289
732	5.49985
733	5.50675
734	5.51377
735	5.52066
736	5.52763
737	5.53467
738	5.54151
739	5.54857
740	5.55546
741	5.56239
742	5.56928
743	5.57626
744	5.58322
745	5.59015
746	5.59707
747	5.604
748	5.61096
749	5.61794
750	5.62486
751	5.63181
752	5.63887
753	5.64619
754	5.65262
755	5.65956
756	5.66659
757	5.67345
758	5.68044
759	5.68735
760	5.69429
761	5.70126
762	5.70817
763	5.71516
764	5.72205
765	5.729
766	5.73603
767	5.7429
768	5.75002
769	5.75678
770	5.7638
771	5.77066
772	5.77766
773	5.78458
774	5.79146
775	5.79845
776	5.80536
777	5.81231
778	5.81926
779	5.8262
780	5.83315
781	5.84009
782	5.84708
783	5.85398
784	5.86092
785	5.86786
786	5.87483
787	5.8818
788	5.88872
789	5.89563
790	5.90259
791	5.90952
792	5.91652
793	5.92343
794	5.93035
795	5.93743
796	5.94425
797	5.95138
798	5.95816
799	5.96518
800	5.97203
801	5.97896
802	5.98591
803	5.99285
804	5.9998
805	6.00674
806	6.01375
807	6.02063
808	6.02763
809	6.03456
810	6.04148
811	6.04847
812	6.05534
813	6.06234
814	6.06923
815	6.07617
816	6.08317
817	6.09008
818	6.097
819	6.10396
820	6.1109
821	6.11789
822	6.12479
823	6.13175
824	6.13882
825	6.14563
826	6.15271
827	6.15956
828	6.16665
829	6.17341
830	6.1805
831	6.18741
832	6.19422
833	6.20119
834	6.20813
835	6.21511
836	6.22199
837	6.22897
838	6.23589
839	6.24283
840	6.24983
841	6.25671
842	6.26369
843	6.27061
844	6.27756
845	6.28454
846	6.29147
847	6.29838
848	6.30532
849	6.31226
850	6.31926
851	6.32619
852	6.3331
853	6.34009
854	6.34746
855	6.35395
856	6.36096
857	6.36783
858	6.37484
859	6.38175
860	6.38867
861	6.3956
862	6.40257
863	6.40948
864	6.41649
865	6.42337
866	6.43035
867	6.43729
868	6.4442
869	6.4512
870	6.45809
871	6.46505
872	6.47198
873	6.47895
874	6.48592
875	6.49284
876	6.49982
877	6.50676
878	6.51376
879	6.52068
880	6.52757
881	6.53447
882	6.54144
883	6.54853
884	6.55539
885	6.5624
886	6.56922
887	6.57627
888	6.58313
889	6.59005
890	6.59704
891	6.60395
892	6.61088
893	6.61785
894	6.62479
895	6.63174
896	6.63869
897	6.64558
898	6.65261
899	6.65947
900	6.6665
901	6.67345
902	6.68036
903	6.6874
904	6.69429
905	6.70124
906	6.7082
907	6.71514
908	6.72207
909	6.72903
910	6.73597
911	6.74288
912	6.7499
913	6.75681
914	6.76378
915	6.7707
916	6.77767
917	6.78451
918	6.79143
919	6.79835
920	6.80529
921	6.81225
922	6.81922
923	6.82622
924	6.83311
925	6.84004
926	6.84706
927	6.85405
928	6.86095
929	6.86786
930	6.87483
931	6.88188
932	6.88869
933	6.89566
934	6.90263
935	6.90953
936	6.91652
937	6.92343
938	6.93028
939	6.93724
940	6.94416
941	6.95127
942	6.95806
943	6.96515
944	6.97208
945	6.97903
946	6.98597
947	6.99289
948	6.99983
949	7.00675
950	7.01364
951	7.0206
952	7.0275
953	7.03443
954	7.04143
955	7.04883
956	7.05531
957	7.06226
958	7.06929
959	7.07619
960	7.08311
961	7.09002
962	7.09693
963	7.10387
964	7.11082
965	7.11781
966	7.12476
967	7.13168
968	7.13862
969	7.14553
970	7.15262
971	7.15951
972	7.16679
973	7.17351
974	7.18035
975	7.18734
976	7.19419
977	7.2012
978	7.20811
979	7.21504
980	7.22199
981	7.22893
982	7.23588
983	7.24286
984	7.2498
985	7.2567
986	7.26366
987	7.27054
988	7.27747
989	7.28446
990	7.2914
991	7.29838
992	7.30531
993	7.31225
994	7.31925
995	7.32616
996	7.33308
997	7.34008
998	7.34697
999	7.354
1000	7.36091
1001	7.36783
1002	7.37484
1003	7.38164
1004	7.38862
1005	7.39553
1006	7.40252
1007	7.40945
1008	7.41645
1009	7.42334
1010	7.43028
1011	7.43722
1012	7.44414
1013	7.4512
1014	7.45809
1015	7.46506
1016	7.47191
1017	7.47887
1018	7.48583
1019	7.49276
1020	7.49966
1021	7.50661
1022	7.51357
1023	7.52057
1024	7.52747
1025	7.53439
1026	7.54137
1027	7.54828
1028	7.55532
1029	7.56223
1030	7.56914
1031	7.5762
1032	7.58315
1033	7.59011
1034	7.59701
1035	7.60396
1036	7.61084
1037	7.61786
1038	7.62472
1039	7.63166
1040	7.63868
1041	7.64561
1042	7.6526
1043	7.65946
1044	7.66651
1045	7.67338
1046	7.68107
1047	7.68726
1048	7.69415
1049	7.70112
1050	7.70803
1051	7.715
1052	7.722
1053	7.72888
1054	7.73584
1055	7.74278
1056	7.75019
1057	7.7567
1058	7.76372
1059	7.77063
1060	7.77775
1061	7.78452
1062	7.79147
1063	7.79837
1064	7.80541
1065	7.81223
1066	7.81923
1067	7.82614
1068	7.83314
1069	7.84006
1070	7.84697
1071	7.85397
1072	7.86086
1073	7.86783
1074	7.87473
1075	7.88167
1076	7.88867
1077	7.8955
1078	7.90249
1079	7.90941
1080	7.91639
1081	7.92333
1082	7.93027
1083	7.93722
1084	7.94415
1085	7.95116
1086	7.95806
1087	7.96505
1088	7.97193
1089	7.97893
1090	7.98587
1091	7.99281
1092	7.99972
1093	8.00665
1094	8.01361
1095	8.02054
1096	8.02745
1097	8.03438
1098	8.04134
1099	8.04825
1100	8.05534
1101	8.06223
1102	8.06914
1103	8.07609
1104	8.08306
1105	8.09001
1106	8.0969
1107	8.10389
1108	8.11079
1109	8.11778
1110	8.12467
1111	8.13166
1112	8.1386
1113	8.14553
1114	8.15254
1115	8.15941
1116	8.16645
1117	8.17322
1118	8.18034
1119	8.18734
1120	8.19409
1121	8.20115
1122	8.20808
1123	8.21506
1124	8.22201
1125	8.22888
1126	8.23582
1127	8.24276
1128	8.24966
1129	8.25666
1130	8.26353
1131	8.27046
1132	8.27744
1133	8.28445
1134	8.29138
1135	8.2983
1136	8.30528
1137	8.31223
1138	8.31922
1139	8.32605
1140	8.333
1141	8.34
1142	8.34686
1143	8.35391
1144	8.36081
1145	8.36779
1146	8.37474
1147	8.38164
1148	8.38866
1149	8.39549
1150	8.40248
1151	8.40943
1152	8.41641
1153	8.42337
1154	8.43026
1155	8.43713
1156	8.44412
1157	8.45158
1158	8.458
1159	8.46498
1160	8.47184
1161	8.47885
1162	8.48581
1163	8.49273
1164	8.49965
1165	8.50659
1166	8.5135
1167	8.52048
1168	8.52744
1169	8.53438
1170	8.54132
1171	8.54826
1172	8.55528
1173	8.56214
1174	8.56915
1175	8.57611
1176	8.58299
1177	8.5901
1178	8.5969
1179	8.60391
1180	8.61075
1181	8.61797
1182	8.62464
1183	8.63162
1184	8.63853
1185	8.64548
1186	8.65245
1187	8.65931
1188	8.66634
1189	8.67327
1190	8.68027
1191	8.68721
1192	8.69418
1193	8.70102
1194	8.70796
1195	8.71494
1196	8.72191
1197	8.72881
1198	8.73574
1199	8.74268
1200	8.7496
1201	8.75667
1202	8.76347
1203	8.77039
1204	8.77744
1205	8.78428
1206	8.79138
1207	8.79819
1208	8.80521
1209	8.81207
1210	8.81907
1211	8.82595
1212	8.8329
1213	8.83987
1214	8.84679
1215	8.85379
1216	8.86067
1217	8.86765
1218	8.87456
1219	8.88151
1220	8.8885
1221	8.89539
1222	8.90237
1223	8.90928
1224	8.91623
1225	8.92322
1226	8.93015
1227	8.93706
1228	8.94402
1229	8.95094
1230	8.95789
1231	8.96483
1232	8.97178
1233	8.97886
1234	8.98579
1235	8.99276
1236	8.99968
1237	9.00659
1238	9.01345
1239	9.02043
1240	9.02736
1241	9.03429
1242	9.04125
1243	9.04816
1244	9.05518
1245	9.06205
1246	9.06905
1247	9.07596
1248	9.08288
1249	9.0899
1250	9.0968
1251	9.10374
1252	9.11066
1253	9.11762
1254	9.12459
1255	9.13149
1256	9.13843
1257	9.14538
1258	9.15262
1259	9.15926
1260	9.16621
1261	9.17315
1262	9.18022
1263	9.18713
1264	9.19407
1265	9.20116
1266	9.20788
1267	9.21491
1268	9.22181
1269	9.2288
1270	9.23566
1271	9.2426
1272	9.24954
1273	9.25653
1274	9.26344
1275	9.27036
1276	9.2773
1277	9.28425
1278	9.29129
1279	9.29819
1280	9.3052
1281	9.31213
1282	9.319
1283	9.32595
1284	9.333
1285	9.33979
1286	9.34675
1287	9.35374
1288	9.36063
1289	9.36761
1290	9.37452
1291	9.38151
1292	9.3885
1293	9.39535
1294	9.40242
1295	9.40924
1296	9.41625
1297	9.42318
1298	9.43009
1299	9.43706
1300	9.44406
1301	9.45099
1302	9.45794
1303	9.46491
1304	9.47178
1305	9.47869
1306	9.48563
1307	9.49262
1308	9.49951
1309	9.50648
1310	9.51342
1311	9.52042
1312	9.52728
1313	9.53423
1314	9.54117
1315	9.54816
1316	9.55518
1317	9.56205
1318	9.56898
1319	9.57589
1320	9.58289
1321	9.58992
1322	9.59671
1323	9.60384
1324	9.61063
1325	9.61764
1326	9.62455
1327	9.63146
1328	9.63839
1329	9.64537
1330	9.65237
1331	9.65928
1332	9.66617
1333	9.67311
1334	9.68009
1335	9.68705
1336	9.69403
1337	9.70089
1338	9.70894
1339	9.71477
1340	9.72176
1341	9.72866
1342	9.7356
1343	9.74255
1344	9.74951
1345	9.7565
1346	9.76338
1347	9.77036
1348	9.77727
1349	9.78421
1350	9.7913
1351	9.7981
1352	9.80515
1353	9.81202
1354	9.81901
1355	9.82592
1356	9.83282
1357	9.83976
1358	9.8467
1359	9.85401
1360	9.86059
1361	9.86757
1362	9.87448
1363	9.88144
1364	9.88842
1365	9.89531
1366	9.90226
1367	9.9092
1368	9.91615
1369	9.92314
1370	9.93003
1371	9.93699
1372	9.94392
1373	9.95086
1374	9.95787
1375	9.96475
1376	9.97169
1377	9.97866
1378	9.98558
1379	9.99266
1380	9.99948
1381	10.0065
1382	10.0134
1383	10.0204
1384	10.0273
1385	10.0342
1386	10.0412
1387	10.0481
1388	10.0551
1389	10.062
1390	10.0689
1391	10.0759
1392	10.0828
1393	10.0899
1394	10.0967
1395	10.1037
1396	10.1106
1397	10.1175
1398	10.1245
1399	10.1314
1400	10.1383
1401	10.1453
1402	10.1522
1403	10.1592
1404	10.1661
1405	10.1731
1406	10.18
1407	10.187
1408	10.194
1409	10.201
1410	10.2079
1411	10.215
1412	10.2217
1413	10.2287
1414	10.2356
1415	10.2426
1416	10.2495
1417	10.2565
1418	10.2633
1419	10.2703
1420	10.2772
1421	10.2842
1422	10.2912
1423	10.2981
1424	10.305
1425	10.3119
1426	10.3189
1427	10.3259
1428	10.3328
1429	10.3397
1430	10.3467
1431	10.3536
1432	10.3606
1433	10.3675
1434	10.3744
1435	10.3814
1436	10.3884
1437	10.3953
1438	10.4023
1439	10.4092
1440	10.4162
1441	10.4231
1442	10.43
1443	10.4369
1444	10.4439
1445	10.4508
1446	10.4578
1447	10.4647
1448	10.4717
1449	10.4786
1450	10.4855
1451	10.4925
1452	10.4994
1453	10.5064
1454	10.5133
1455	10.5203
1456	10.5273
1457	10.5341
1458	10.5411
1459	10.548
1460	10.5553
1461	10.5619
1462	10.5689
1463	10.5758
1464	10.5828
1465	10.5898
1466	10.5967
1467	10.6037
1468	10.6105
1469	10.6177
1470	10.6245
1471	10.6314
1472	10.6383
1473	10.6453
1474	10.6522
1475	10.6592
1476	10.6661
1477	10.673
1478	10.68
1479	10.6869
1480	10.6939
1481	10.7008
1482	10.7079
1483	10.7147
1484	10.723
1485	10.7286
1486	10.7355
1487	10.7425
1488	10.7494
1489	10.7564
1490	10.7633
1491	10.7703
1492	10.7772
1493	10.7842
1494	10.7911
1495	10.798
1496	10.8051
1497	10.8119
1498	10.819
1499	10.8259
1500	10.8328
1501	10.8397
1502	10.8467
1503	10.8536
1504	10.8606
1505	10.8675
1506	10.8744
1507	10.8814
1508	10.8883
1509	10.8953
1510	10.9022
1511	10.9091
1512	10.9161
1513	10.9231
1514	10.9299
1515	10.9369
1516	10.9439
1517	10.9508
1518	10.9578
1519	10.9647
1520	10.9716
1521	10.9786
1522	10.9855
1523	10.9925
1524	10.9994
1525	11.0064
1526	11.0133
1527	11.0204
1528	11.0273
1529	11.0342
1530	11.0411
1531	11.048
1532	11.055
1533	11.0619
1534	11.0688
1535	11.0758
1536	11.0828
1537	11.0897
1538	11.0967
1539	11.1036
1540	11.1105
1541	11.1174
1542	11.1245
1543	11.1314
1544	11.1383
1545	11.1452
1546	11.1522
1547	11.1592
1548	11.166
1549	11.173
1550	11.1799
1551	11.1869
1552	11.1939
1553	11.2008
1554	11.2078
1555	11.2147
1556	11.2216
1557	11.2288
1558	11.2355
1559	11.2425
1560	11.2494
1561	11.2566
1562	11.2633
1563	11.2702
1564	11.2771
1565	11.2841
1566	11.2911
1567	11.298
1568	11.3049
1569	11.3119
1570	11.3188
1571	11.3258
1572	11.3327
1573	11.3396
1574	11.3466
1575	11.3535
1576	11.3605
1577	11.3674
1578	11.3744
1579	11.3813
1580	11.3883
1581	11.3953
1582	11.4021
1583	11.4091
1584	11.417
1585	11.423
1586	11.4301
1587	11.4369
1588	11.4439
1589	11.4507
1590	11.4578
1591	11.4646
1592	11.4716
1593	11.4785
1594	11.4855
1595	11.4925
1596	11.4994
1597	11.5063
1598	11.5132
1599	11.5202
1600	11.5272
1601	11.5341
1602	11.541
1603	11.548
1604	11.5549
1605	11.5619
1606	11.5688
1607	11.5757
1608	11.5827
1609	11.5896
1610	11.5966
1611	11.6035
1612	11.6104
1613	11.6175
1614	11.6244
1615	11.6315
1616	11.6382
1617	11.6453
1618	11.6521
1619	11.6591
1620	11.666
1621	11.6729
1622	11.6799
1623	11.6868
1624	11.6938
1625	11.7007
1626	11.7077
1627	11.7146
1628	11.7217
1629	11.7285
1630	11.7356
1631	11.7424
1632	11.7493
1633	11.7563
1634	11.7632
1635	11.7702
1636	11.7771
1637	11.7841
1638	11.791
1639	11.7979
1640	11.8049
1641	11.8118
1642	11.8189
1643	11.8258
1644	11.8329
1645	11.8397
1646	11.8466
1647	11.8535
1648	11.8605
1649	11.8674
1650	11.8743
1651	11.8813
1652	11.8882
1653	11.8952
1654	11.9021
1655	11.909
1656	11.916
1657	11.9229
1658	11.9299
1659	11.9368
1660	11.9438
1661	11.9507
1662	11.9579
1663	11.9646
1664	11.9716
1665	11.9785
1666	11.9854
1667	11.9924
1668	11.9993
1669	12.0063
1670	12.0132
1671	12.0203
1672	12.0271
1673	12.0341
1674	12.041
1675	12.048
1676	12.0549
1677	12.0619
1678	12.0688
1679	12.0757
1680	12.0827
1681	12.0896
1682	12.0966
1683	12.1035
1684	12.1105
1685	12.1174
1686	12.1243
1687	12.1313
1688	12.1382
1689	12.1451
1690	12.1521
1691	12.1591
1692	12.166
1693	12.1729
1694	12.1798
1695	12.1868
1696	12.1938
1697	12.2007
1698	12.2076
1699	12.2146
1700	12.2216
1701	12.2285
1702	12.2354
1703	12.2425
1704	12.2493
1705	12.2563
1706	12.2633
1707	12.2701
1708	12.2771
1709	12.284
1710	12.291
1711	12.2979
1712	12.3048
1713	12.3118
1714	12.3188
1715	12.3257
1716	12.3326
1717	12.3396
1718	12.3465
1719	12.3535
1720	12.3605
1721	12.3673
1722	12.3743
1723	12.3813
1724	12.3882
1725	12.3952
1726	12.4021
1727	12.409
1728	12.4159
1729	12.4229
1730	12.43
1731	12.4368
1732	12.4438
1733	12.4507
1734	12.4577
1735	12.4646
1736	12.4715
1737	12.4784
1738	12.4854
1739	12.4924
1740	12.4993
1741	12.5062
1742	12.5132
1743	12.5201
1744	12.5271
1745	12.534
1746	12.5409
1747	12.5479
1748	12.5548
1749	12.5618
1750	12.5687
1751	12.5757
1752	12.5826
1753	12.5895
1754	12.5965
1755	12.6034
1756	12.6104
1757	12.6173
1758	12.6243
1759	12.6314
1760	12.6383
1761	12.6453
1762	12.6522
1763	12.6593
1764	12.6659
1765	12.6729
1766	12.6799
1767	12.6868
1768	12.6938
1769	12.7007
1770	12.7076
1771	12.7145
1772	12.7215
1773	12.7285
1774	12.7355
1775	12.7423
1776	12.7493
1777	12.7562
1778	12.7632
1779	12.7701
1780	12.777
1781	12.784
1782	12.7909
1783	12.7979
1784	12.8048
1785	12.8117
1786	12.8187
1787	12.8257
1788	12.8327
1789	12.8395
1790	12.8466
1791	12.8535
1792	12.8604
1793	12.8673
1794	12.8743
1795	12.8812
1796	12.8881
1797	12.8952
1798	12.902
1799	12.909

