frame	framerate
457	5.69352
458	5.70526
459	5.71706
460	5.72884
461	5.74058
462	5.75236
463	5.76422
464	5.77595
465	5.78771
466	5.79949
467	5.81127
468	5.82305
469	5.83483
470	5.8466
471	5.85852
472	5.87026
473	5.88197
474	5.8937
475	5.90551
476	5.91726
477	5.92906
478	5.94081
479	5.95261
480	5.96437
481	5.97595
482	5.98792
483	5.99973
484	6.0115
485	6.02326
486	6.03504
487	6.04681
488	6.05874
489	6.07046
490	6.08227
491	6.09397
492	6.10568
493	6.11748
494	6.12924
495	6.14103
496	6.15281
497	6.16461
498	6.17637
499	6.18813
500	6.19993
501	6.2117
502	6.22346
503	6.23524
504	6.24703
505	6.2589
506	6.27057
507	6.28254
508	6.29418
509	6.30591
510	6.31768
511	6.32947
512	6.34123
513	6.35284
514	6.36479
515	6.37656
516	6.38837
517	6.40015
518	6.4119
519	6.42376
520	6.43528
521	6.44728
522	6.45903
523	6.47085
524	6.48268
525	6.49435
526	6.50615
527	6.51792
528	6.5297
529	6.54146
530	6.55324
531	6.565
532	6.5768
533	6.58859
534	6.60036
535	6.61214
536	6.62391
537	6.63568
538	6.64745
539	6.65921
540	6.67109
541	6.68292
542	6.69461
543	6.70637
544	6.71811
545	6.72989
546	6.74164
547	6.75345
548	6.76525
549	6.77703
550	6.78879
551	6.80054
552	6.81233
553	6.82412
554	6.83587
555	6.84764
556	6.85945
557	6.87133
558	6.88316
559	6.89486
560	6.90656
561	6.91832
562	6.93017
563	6.94184
564	6.95364
565	6.96542
566	6.9772
567	6.98895
568	7.00076
569	7.01251
570	7.02432
571	7.03607
572	7.04787
573	7.05964
574	7.07155
575	7.08319
576	7.09516
577	7.10677
578	7.11855
579	7.1303
580	7.14205
581	7.15384
582	7.16561
583	7.17746
584	7.1892
585	7.20098
586	7.21274
587	7.22454
588	7.23628
589	7.24809
590	7.25985
591	7.27147
592	7.28352
593	7.29533
594	7.307
595	7.31856
596	7.33051
597	7.34231
598	7.35387
599	7.36585
600	7.37759
601	7.38942
602	7.40119
603	7.41296
604	7.42472
605	7.43655
606	7.44839
607	7.46009
608	7.47183
609	7.48371
610	7.4955
611	7.50722
612	7.51894
613	7.53073
614	7.5425
615	7.5543
616	7.56605
617	7.57786
618	7.58961
619	7.60147
620	7.61315
621	7.62493
622	7.63675
623	7.64852
624	7.6603
625	7.67204
626	7.68397
627	7.69574
628	7.7073
629	7.71923
630	7.73096
631	7.7427
632	7.75449
633	7.76627
634	7.77806
635	7.78981
636	7.80161
637	7.81334
638	7.82517
639	7.83692
640	7.84873
641	7.86048
642	7.87229
643	7.88416
644	7.89598
645	7.90765
646	7.9194
647	7.93116
648	7.94297
649	7.95469
650	7.9665
651	7.97825
652	7.99007
653	8.00178
654	8.01358
655	8.02536
656	8.03714
657	8.0489
658	8.06071
659	8.07247
660	8.08437
661	8.09618
662	8.10793
663	8.1196
664	8.13135
665	8.14314
666	8.15488
667	8.1667
668	8.17846
669	8.19006
670	8.20203
671	8.21382
672	8.22556
673	8.23738
674	8.24911
675	8.26089
676	8.27248
677	8.28456
678	8.29632
679	8.30812
680	8.31983
681	8.33137
682	8.34332
683	8.35542
684	8.36691
685	8.37869
686	8.39044
687	8.40226
688	8.41401
689	8.42577
690	8.43757
691	8.44936
692	8.46109
693	8.47289
694	8.48468
695	8.49654
696	8.50835
697	8.51985
698	8.53179
699	8.54355
700	8.55535
701	8.56711
702	8.57887
703	8.59064
704	8.60251
705	8.61424
706	8.626
707	8.63777
708	8.64964
709	8.66136
710	8.67313
711	8.68487
712	8.69676
713	8.70856
714	8.7202
715	8.73209
716	8.74377
717	8.75557
718	8.76731
719	8.77913
720	8.79087
721	8.80266
722	8.81439
723	8.82621
724	8.83796
725	8.84979
726	8.86155
727	8.8733
728	8.88506
729	8.89699
730	8.90866
731	8.9205
732	8.93224
733	8.94399
734	8.95575
735	8.96734
736	8.97931
737	8.9911
738	9.00285
739	9.01463
740	9.02641
741	9.03819
742	9.04995
743	9.06175
744	9.07352
745	9.08531
746	9.09711
747	9.1089
748	9.12075
749	9.13245
750	9.14419
751	9.15593
752	9.16775
753	9.17952
754	9.19132
755	9.20305
756	9.21486
757	9.22662
758	9.23842
759	9.25016
760	9.26197
761	9.27379
762	9.28558
763	9.29727
764	9.30921
765	9.32099
766	9.33269
767	9.34439
768	9.35618
769	9.36795
770	9.37973
771	9.39149
772	9.40329
773	9.41506
774	9.42685
775	9.43863
776	9.4504
777	9.46215
778	9.47393
779	9.48571
780	9.49749
781	9.50939
782	9.52135
783	9.53292
784	9.5446
785	9.55647
786	9.56816
787	9.57993
788	9.59169
789	9.6035
790	9.61528
791	9.6271
792	9.63885
793	9.65063
794	9.6624
795	9.67415
796	9.68592
797	9.69774
798	9.70957
799	9.72139
800	9.73307
801	9.74493
802	9.75659
803	9.76838
804	9.78013
805	9.79192
806	9.80368
807	9.81552
808	9.82725
809	9.83905
810	9.85081
811	9.86259
812	9.87439
813	9.88612
814	9.89791
815	9.90979
816	9.9215
817	9.93339
818	9.94507
819	9.95679
820	9.96837
821	9.98036
822	9.99215
823	10.0039
824	10.0157
825	10.0275
826	10.0393
827	10.051
828	10.0628
829	10.0746
830	10.0864
831	10.0981
832	10.1097
833	10.1217
834	10.1336
835	10.1453
836	10.1568
837	10.1688
838	10.1806
839	10.1922
840	10.2041
841	10.2159
842	10.2277
843	10.2395
844	10.2512
845	10.263
846	10.2748
847	10.2866
848	10.2984
849	10.3101
850	10.322
851	10.3338
852	10.3453
853	10.3572
854	10.369
855	10.3808
856	10.3925
857	10.4043
858	10.4161
859	10.4279
860	10.4397
861	10.4514
862	10.4632
863	10.475
864	10.4868
865	10.4985
866	10.5103
867	10.5223
868	10.534
869	10.5457
870	10.5574
871	10.5692
872	10.581
873	10.5928
874	10.6046
875	10.6163
876	10.6281
877	10.6399
878	10.6516
879	10.6634
880	10.6752
881	10.687
882	10.6987
883	10.7105
884	10.7224
885	10.7342
886	10.7459
887	10.7578
888	10.7694
889	10.7812
890	10.793
891	10.8047
892	10.8166
893	10.8284
894	10.8401
895	10.8519
896	10.8636
897	10.8754
898	10.8872
899	10.899
900	10.9107
901	10.9226
902	10.9343
903	10.9462
904	10.9579
905	10.9697
906	10.9814
907	10.9932
908	11.005
909	11.0168
910	11.0283
911	11.0403
912	11.0522
913	11.0638
914	11.0756
915	11.0874
916	11.0992
917	11.1108
918	11.1227
919	11.1346
920	11.1464
921	11.1581
922	11.1698
923	11.1816
924	11.1934
925	11.2052
926	11.217
927	11.2287
928	11.2405
929	11.2523
930	11.2641
931	11.2759
932	11.2876
933	11.2994
934	11.3112
935	11.323
936	11.3348
937	11.3466
938	11.3581
939	11.3701
940	11.3818
941	11.3937
942	11.4054
943	11.4172
944	11.4289
945	11.4408
946	11.4525
947	11.4642
948	11.4761
949	11.4878
950	11.4996
951	11.5114
952	11.5232
953	11.535
954	11.5471
955	11.5585
956	11.5703
957	11.582
958	11.5939
959	11.6056
960	11.6175
961	11.6292
962	11.641
963	11.6527
964	11.6645
965	11.6762
966	11.688
967	11.6998
968	11.7116
969	11.7233
970	11.7353
971	11.747
972	11.7588
973	11.7706
974	11.7823
975	11.794
976	11.8058
977	11.8176
978	11.8294
979	11.8411
980	11.8529
981	11.8647
982	11.8765
983	11.8882
984	11.9
985	11.9118
986	11.9236
987	11.9354
988	11.947
989	11.959
990	11.9707
991	11.9825
992	11.9942
993	12.006
994	12.0178
995	12.0296
996	12.0413
997	12.0531
998	12.0649
999	12.0767
1000	12.0884
1001	12.1002
1002	12.1125
1003	12.1238
1004	12.1356
1005	12.1474
1006	12.1593
1007	12.1709
1008	12.1826
1009	12.1945
1010	12.2062
1011	12.218
1012	12.2298
1013	12.2416
1014	12.2534
1015	12.2651
1016	12.2769
1017	12.2887
1018	12.3005
1019	12.3122
1020	12.324
1021	12.3358
1022	12.3476
1023	12.3594
1024	12.3711
1025	12.3829
1026	12.3947
1027	12.4064
1028	12.4182
1029	12.4299
1030	12.4418
1031	12.4536
1032	12.4653
1033	12.4771
1034	12.4889
1035	12.5007
1036	12.5124
1037	12.5242
1038	12.536
1039	12.5479
1040	12.5596
1041	12.5714
1042	12.5831
1043	12.5949
1044	12.6067
1045	12.6184
1046	12.6302
1047	12.642
1048	12.6537
1049	12.6656
1050	12.6773
1051	12.6891
1052	12.7009
1053	12.7126
1054	12.7244
1055	12.7362
1056	12.748
1057	12.7598
1058	12.7716
1059	12.7834
1060	12.7951
1061	12.8068
1062	12.8186
1063	12.8304
1064	12.8422
1065	12.8539
1066	12.8657
1067	12.8775
1068	12.8893
1069	12.901
1070	12.9129
1071	12.9246
1072	12.9364
1073	12.9481
1074	12.9601
1075	12.9717
1076	12.9836
1077	12.9953
1078	13.007
1079	13.0188
1080	13.0308
1081	13.0424
1082	13.0542
1083	13.066
1084	13.0778
1085	13.0895
1086	13.1013
1087	13.1131
1088	13.1248
1089	13.1366
1090	13.1484
1091	13.1603
1092	13.1721
1093	13.1835
1094	13.1955
1095	13.2073
1096	13.2191
1097	13.2309
1098	13.2426
1099	13.2544
1100	13.2662
1101	13.278
1102	13.2898
1103	13.3015
1104	13.3133
1105	13.3251
1106	13.3368
1107	13.3486
1108	13.3605
1109	13.3723
1110	13.384
1111	13.3958
1112	13.4075
1113	13.4192
1114	13.431
1115	13.4428
1116	13.4546
1117	13.4664
1118	13.4781
1119	13.4899
1120	13.5017
1121	13.5135
1122	13.5252
1123	13.537
1124	13.5488
1125	13.5607
1126	13.5724
1127	13.5842
1128	13.596
1129	13.6077
1130	13.6195
1131	13.6312
1132	13.643
1133	13.6548
1134	13.6666
1135	13.6784
1136	13.6902
1137	13.7019
1138	13.7137
1139	13.7254
1140	13.7373
1141	13.749
1142	13.7608
1143	13.7726
1144	13.7845
1145	13.7962
1146	13.808
1147	13.8197
1148	13.8315
1149	13.8432
1150	13.855
1151	13.8666
1152	13.8786
1153	13.8903
1154	13.9021
1155	13.9139
1156	13.9257
1157	13.9375
1158	13.9492
1159	13.961
1160	13.9729
1161	13.9847
1162	13.9964
1163	14.0081
1164	14.0199
1165	14.0317
1166	14.0435
1167	14.0552
1168	14.067
1169	14.0788
1170	14.0906
1171	14.1023
1172	14.1141
1173	14.1259
1174	14.1376
1175	14.1494
1176	14.1612
1177	14.1732
1178	14.185
1179	14.1967
1180	14.2083
1181	14.2201
1182	14.2319
1183	14.2437
1184	14.2554
1185	14.2672
1186	14.279
1187	14.2908
1188	14.3025
1189	14.3143
1190	14.3261
1191	14.3379
1192	14.3496
1193	14.3614
1194	14.3733
1195	14.3851
1196	14.3968
1197	14.4086
1198	14.4203
1199	14.4321
1200	14.4439
1201	14.4557
1202	14.4674
1203	14.4792
1204	14.491
1205	14.5027
1206	14.5145
1207	14.5263
1208	14.5381
1209	14.5499
1210	14.5617
1211	14.5735
1212	14.5852
1213	14.5971
1214	14.6088
1215	14.6205
1216	14.6323
1217	14.6441
1218	14.6559
1219	14.6676
1220	14.6794
1221	14.6912
1222	14.703
1223	14.7148
1224	14.7265
1225	14.7383
1226	14.7501
1227	14.7618
1228	14.7737
1229	14.7854
1230	14.7973
1231	14.8091
1232	14.8207
1233	14.8325
1234	14.8443
1235	14.8561
1236	14.8677
1237	14.8796
1238	14.8914
1239	14.9032
1240	14.915
1241	14.9267
1242	14.9385
1243	14.9503
1244	14.9621
1245	14.9736
1246	14.9857
1247	14.9976
1248	15.0092
1249	15.021
1250	15.0327
1251	15.0445
1252	15.0563
1253	15.068
1254	15.0798
1255	15.0917
1256	15.1034
1257	15.1152
1258	15.1269
1259	15.1387
1260	15.1505
1261	15.1622
1262	15.174
1263	15.1859
1264	15.1977
1265	15.2094
1266	15.2212
1267	15.2329
1268	15.2447
1269	15.2566
1270	15.2684
1271	15.2802
1272	15.292
1273	15.3037
1274	15.3155
1275	15.3273
1276	15.339
1277	15.3508
1278	15.3626
1279	15.3744
1280	15.3862
1281	15.398
1282	15.4097
1283	15.4215
1284	15.4332
1285	15.4451
1286	15.4568
1287	15.4686
1288	15.4803
1289	15.492
1290	15.5038
1291	15.5156
1292	15.5274
1293	15.5392
1294	15.5509
1295	15.5627
1296	15.5744
1297	15.5863
1298	15.5981
1299	15.61
1300	15.6216
1301	15.6334
1302	15.6451
1303	15.6569
1304	15.6687
1305	15.6805
1306	15.6922
1307	15.7041
1308	15.7158
1309	15.7276
1310	15.7393
1311	15.7511
1312	15.7629
1313	15.7747
1314	15.7865
1315	15.7983
1316	15.8101
1317	15.8219
1318	15.8335
1319	15.8453
1320	15.8571
1321	15.8689
1322	15.8807
1323	15.8924
1324	15.9042
1325	15.916
1326	15.9278
1327	15.9395
1328	15.9514
1329	15.9631
1330	15.9746
1331	15.9866
1332	15.9985
1333	16.0104
1334	16.022
1335	16.0338
1336	16.0456
1337	16.0573
1338	16.0691
1339	16.0809
1340	16.0927
1341	16.1044
1342	16.1162
1343	16.128
1344	16.1398
1345	16.1515
1346	16.1633
1347	16.1751
1348	16.1869
1349	16.199
1350	16.2105
1351	16.2223
1352	16.234
1353	16.2459
1354	16.2576
1355	16.2693
1356	16.2811
1357	16.2929
1358	16.3047
1359	16.3164
1360	16.3282
1361	16.34
1362	16.3517
1363	16.3635
1364	16.3753
1365	16.3871
1366	16.3989
1367	16.4106
1368	16.4225
1369	16.4342
1370	16.446
1371	16.4577
1372	16.4695
1373	16.4813
1374	16.4931
1375	16.5049
1376	16.5166
1377	16.5284
1378	16.5402
1379	16.5519
1380	16.5637
1381	16.5755
1382	16.5873
1383	16.5991
1384	16.611
1385	16.6226
1386	16.6344
1387	16.6461
1388	16.658
1389	16.6697
1390	16.6815
1391	16.6933
1392	16.7049
1393	16.7169
1394	16.7286
1395	16.7404
1396	16.7522
1397	16.7639
1398	16.7757
1399	16.7879
1400	16.7993
1401	16.8112
1402	16.823
1403	16.8345
1404	16.8464
1405	16.8582
1406	16.8699
1407	16.8817
1408	16.8935
1409	16.9053
1410	16.9171
1411	16.9289
1412	16.9406
1413	16.9524
1414	16.9642
1415	16.976
1416	16.9877
1417	16.9995
1418	17.0114
1419	17.0232
1420	17.0349
1421	17.0466
1422	17.0584
1423	17.0702
1424	17.0819
1425	17.0937
1426	17.1055
1427	17.1173
1428	17.1291
1429	17.1408
1430	17.1526
1431	17.1644
1432	17.1762
1433	17.1879
1434	17.1997
1435	17.2116
1436	17.2233
1437	17.2351
1438	17.2468
1439	17.2586
1440	17.2704
1441	17.2821
1442	17.2939
1443	17.3057
1444	17.3175
1445	17.3292
1446	17.3411
1447	17.3528
1448	17.3646
1449	17.3764
1450	17.3881
1451	17.3999
1452	17.4117
1453	17.4235
1454	17.4354
1455	17.4471
1456	17.4588
1457	17.4706
1458	17.4824
1459	17.4941
1460	17.5059
1461	17.5177
1462	17.5295
1463	17.5413
1464	17.553
1465	17.5648
1466	17.5766
1467	17.5884
1468	17.6001
1469	17.6119
1470	17.6236
1471	17.6356
1472	17.6473
1473	17.659
1474	17.6708
1475	17.6825
1476	17.6944
1477	17.7063
1478	17.7179
1479	17.7298
1480	17.7415
1481	17.7533
1482	17.765
1483	17.7768
1484	17.7886
1485	17.8004
1486	17.8121
1487	17.824
1488	17.8358
1489	17.8473
1490	17.8593
1491	17.871
1492	17.8828
1493	17.8946
1494	17.9063
1495	17.9181
1496	17.9299
1497	17.9417
1498	17.9534
1499	17.9652
1500	17.9768
1501	17.9888
1502	18.0005
1503	18.0123
1504	18.0242
1505	18.036
1506	18.0477
1507	18.0594
1508	18.0712
1509	18.083
1510	18.0947
1511	18.1066
1512	18.1183
1513	18.1301
1514	18.1419
1515	18.1537
1516	18.1654
1517	18.1772
1518	18.189
1519	18.2008
1520	18.2125
1521	18.2244
1522	18.2361
1523	18.248
1524	18.2597
1525	18.2714
1526	18.2832
1527	18.295
1528	18.3067
1529	18.3185
1530	18.3303
1531	18.3421
1532	18.3538
1533	18.3656
1534	18.3774
1535	18.3892
1536	18.401
1537	18.4128
1538	18.4245
1539	18.4363
1540	18.4482
1541	18.4599
1542	18.4714
1543	18.4834
1544	18.4952
1545	18.507
1546	18.5188
1547	18.5305
1548	18.5423
1549	18.5541
1550	18.5659
1551	18.5776
1552	18.5894
1553	18.6012
1554	18.6129
1555	18.6246
1556	18.6366
1557	18.6484
1558	18.6601
1559	18.6718
1560	18.6836
1561	18.6954
1562	18.7072
1563	18.7189
1564	18.7307
1565	18.7425
1566	18.7543
1567	18.766
1568	18.7778
1569	18.7896
1570	18.8014
1571	18.8131
1572	18.825
1573	18.8368
1574	18.8486
1575	18.8603
1576	18.8721
1577	18.8838
1578	18.8956
1579	18.9074
1580	18.9192
1581	18.931
1582	18.9427
1583	18.9545
1584	18.9663
1585	18.9778
1586	18.9898
1587	19.0016
1588	19.0134
1589	19.0252
1590	19.037
1591	19.0489
1592	19.0606
1593	19.0723
1594	19.084
1595	19.0958
1596	19.1076
1597	19.1194
1598	19.1311
1599	19.1429
1600	19.1547
1601	19.1665
1602	19.1783
1603	19.19
1604	19.2018
1605	19.2136
1606	19.2254
1607	19.2372
1608	19.249
1609	19.2608
1610	19.2725
1611	19.2843
1612	19.296
1613	19.3078
1614	19.3196
1615	19.3314
1616	19.3431
1617	19.3549
1618	19.3667
1619	19.3785
1620	19.3902
1621	19.402
1622	19.4138
1623	19.4256
1624	19.4374
1625	19.4492
1626	19.4608
1627	19.4727
1628	19.4845
1629	19.4962
1630	19.508
1631	19.5198
1632	19.5316
1633	19.5432
1634	19.5551
1635	19.5669
1636	19.5787
1637	19.5904
1638	19.6022
1639	19.614
1640	19.6258
1641	19.6376
1642	19.6495
1643	19.6613
1644	19.6728
1645	19.6847
1646	19.6965
1647	19.7083
1648	19.72
1649	19.7318
1650	19.7435
1651	19.7554
1652	19.7671
1653	19.7789
1654	19.7906
1655	19.8024
1656	19.8142
1657	19.826
1658	19.8378
1659	19.8497
1660	19.8617
1661	19.8732
1662	19.885
1663	19.8966
1664	19.9085
1665	19.9202
1666	19.932
1667	19.9438
1668	19.9556
1669	19.9673
1670	19.9791
1671	19.9909
1672	20.0027
1673	20.0144
1674	20.0262
1675	20.038
1676	20.0499
1677	20.0615
1678	20.0734
1679	20.0851
1680	20.0969
1681	20.1086
1682	20.1204
1683	20.1322
1684	20.144
1685	20.1558
1686	20.1675
1687	20.1793
1688	20.1911
1689	20.2029
1690	20.2146
1691	20.2264
1692	20.2382
1693	20.25
1694	20.2619
1695	20.2737
1696	20.2853
1697	20.2971
1698	20.3089
1699	20.3207
1700	20.3324
1701	20.3442
1702	20.356
1703	20.3677
1704	20.3793
1705	20.3913
1706	20.4031
1707	20.4148
1708	20.4266
1709	20.4384
1710	20.4501
1711	20.4619
1712	20.4739
1713	20.4855
1714	20.4973
1715	20.5091
1716	20.5209
1717	20.5326
1718	20.5444
1719	20.5562
1720	20.568
1721	20.5797
1722	20.5915
1723	20.6033
1724	20.6151
1725	20.6269
1726	20.6386
1727	20.6504
1728	20.6622
1729	20.6741
1730	20.6857
1731	20.6975
1732	20.7093
1733	20.7211
1734	20.7328
1735	20.7446
1736	20.7564
1737	20.7682
1738	20.7799
1739	20.7917
1740	20.8035
1741	20.8153
1742	20.827
1743	20.8388
1744	20.8506
1745	20.8625
1746	20.8742
1747	20.886
1748	20.8978
1749	20.9095
1750	20.9213
1751	20.933
1752	20.9448
1753	20.9566
1754	20.9684
1755	20.9801
1756	20.9919
1757	21.0037
1758	21.0155
1759	21.0272
1760	21.039
1761	21.0508
1762	21.0626
1763	21.0744
1764	21.0863
1765	21.0979
1766	21.1097
1767	21.1215
1768	21.1333
1769	21.145
1770	21.1568
1771	21.1686
1772	21.1804
1773	21.1921
1774	21.2039
1775	21.2157
1776	21.2275
1777	21.2392
1778	21.251
1779	21.2628
1780	21.2747
1781	21.2865
1782	21.2982
1783	21.3099
1784	21.3217
1785	21.3335
1786	21.3452
1787	21.357
1788	21.3688
1789	21.3804
1790	21.3924
1791	21.4041
1792	21.4159
1793	21.4277
1794	21.4395
1795	21.4512
1796	21.4633
1797	21.4749
1798	21.4867
1799	21.4982

